Data,UF,População,Casos,Fatalidades
2020-02-28,SP,45919049,0,0
2020-02-29,SP,45919049,1,0
2020-03-01,SP,45919049,0,0
2020-03-02,SP,45919049,0,0
2020-03-03,SP,45919049,0,0
2020-03-04,SP,45919049,1,0
2020-03-05,SP,45919049,3,0
2020-03-06,SP,45919049,4,0
2020-03-07,SP,45919049,3,0
2020-03-08,SP,45919049,3,0
2020-03-09,SP,45919049,0,0
2020-03-10,SP,45919049,3,0
2020-03-11,SP,45919049,11,0
2020-03-12,SP,45919049,12,0
2020-03-13,SP,45919049,14,0
2020-03-14,SP,45919049,9,0
2020-03-15,SP,45919049,71,0
2020-03-16,SP,45919049,16,0
2020-03-17,SP,45919049,12,1
2020-03-18,SP,45919049,76,3
2020-03-19,SP,45919049,46,0
2020-03-20,SP,45919049,110,5
2020-03-21,SP,45919049,63,6
2020-03-22,SP,45919049,172,7
2020-03-23,SP,45919049,114,8
2020-03-24,SP,45919049,65,10
2020-03-25,SP,45919049,52,8
2020-03-26,SP,45919049,190,10
2020-03-27,SP,45919049,171,10
2020-03-28,SP,45919049,183,16
2020-03-29,SP,45919049,45,14
2020-03-30,SP,45919049,66,15
2020-03-31,SP,45919049,822,23
2020-04-01,SP,45919049,642,28
2020-04-02,SP,45919049,525,24
2020-04-03,SP,45919049,542,31
2020-04-04,SP,45919049,418,41
2020-04-05,SP,45919049,154,15
2020-04-06,SP,45919049,246,29
2020-04-07,SP,45919049,816,67
2020-04-08,SP,45919049,1026,57
2020-04-09,SP,45919049,772,68
2020-04-10,SP,45919049,736,44
2020-04-11,SP,45919049,203,20
2020-04-12,SP,45919049,336,28
2020-04-13,SP,45919049,140,20
2020-04-14,SP,45919049,476,87
2020-04-15,SP,45919049,1672,83
2020-04-16,SP,45919049,525,75
2020-04-17,SP,45919049,1273,75
2020-04-18,SP,45919049,1053,63
2020-04-19,SP,45919049,373,24
2020-04-20,SP,45919049,313,22
2020-04-21,SP,45919049,805,56
2020-04-22,SP,45919049,529,41
2020-04-23,SP,45919049,826,211
2020-04-24,SP,45919049,1086,167
2020-04-25,SP,45919049,2178,155
2020-04-26,SP,45919049,711,33
2020-04-27,SP,45919049,981,125
2020-04-28,SP,45919049,2345,224
2020-04-29,SP,45919049,2117,198
2020-04-30,SP,45919049,2540,128
2020-05-01,SP,45919049,1676,136
2020-05-02,SP,45919049,800,75
2020-05-03,SP,45919049,598,41
2020-05-04,SP,45919049,415,27
2020-05-05,SP,45919049,1866,197
2020-05-06,SP,45919049,3800,194
2020-05-07,SP,45919049,2075,161
2020-05-08,SP,45919049,1902,210
2020-05-09,SP,45919049,2581,192
2020-05-10,SP,45919049,1033,101
2020-05-11,SP,45919049,687,34
2020-05-12,SP,45919049,1588,206
2020-05-13,SP,45919049,3378,169
2020-05-14,SP,45919049,3189,197
2020-05-15,SP,45919049,4092,186
2020-05-16,SP,45919049,2805,187
2020-05-17,SP,45919049,1162,94
2020-05-18,SP,45919049,721,41
2020-05-19,SP,45919049,2929,324
2020-05-20,SP,45919049,3864,216
2020-05-21,SP,45919049,3880,195
2020-05-22,SP,45919049,3132,215
2020-05-23,SP,45919049,3687,272
2020-05-24,SP,45919049,1603,118
2020-05-25,SP,45919049,1464,57
2020-05-26,SP,45919049,2392,203
2020-05-27,SP,45919049,3466,289
2020-05-28,SP,45919049,6382,268
2020-05-29,SP,45919049,5691,295
2020-05-30,SP,45919049,5586,257
2020-05-31,SP,45919049,2556,83
2020-06-01,SP,45919049,1598,52
2020-06-02,SP,45919049,6999,327
2020-06-03,SP,45919049,5188,282
2020-06-04,SP,45919049,5717,284
2020-06-05,SP,45919049,5365,282
2020-06-06,SP,45919049,5984,216
2020-06-07,SP,45919049,2524,87
2020-06-08,SP,45919049,1520,43
2020-06-09,SP,45919049,5545,334
2020-06-10,SP,45919049,6178,340
2020-06-11,SP,45919049,6204,283
2020-03-12,PR,11433957,6,0
2020-03-13,PR,11433957,0,0
2020-03-14,PR,11433957,0,0
2020-03-15,PR,11433957,0,0
2020-03-16,PR,11433957,0,0
2020-03-17,PR,11433957,0,0
2020-03-18,PR,11433957,7,0
2020-03-19,PR,11433957,10,0
2020-03-20,PR,11433957,9,0
2020-03-21,PR,11433957,11,0
2020-03-22,PR,11433957,7,0
2020-03-23,PR,11433957,6,0
2020-03-24,PR,11433957,9,0
2020-03-25,PR,11433957,16,0
2020-03-26,PR,11433957,21,0
2020-03-27,PR,11433957,17,2
2020-03-28,PR,11433957,14,0
2020-03-29,PR,11433957,15,0
2020-03-30,PR,11433957,7,1
2020-03-31,PR,11433957,24,0
2020-04-01,PR,11433957,45,0
2020-04-02,PR,11433957,28,1
2020-04-03,PR,11433957,49,0
2020-04-04,PR,11433957,94,2
2020-04-05,PR,11433957,43,3
2020-04-06,PR,11433957,20,2
2020-04-07,PR,11433957,45,4
2020-04-08,PR,11433957,36,2
2020-04-09,PR,11433957,70,5
2020-04-10,PR,11433957,34,3
2020-04-11,PR,11433957,33,1
2020-04-12,PR,11433957,62,4
2020-04-13,PR,11433957,18,1
2020-04-14,PR,11433957,35,5
2020-04-15,PR,11433957,12,2
2020-04-16,PR,11433957,29,3
2020-04-17,PR,11433957,42,1
2020-04-18,PR,11433957,71,4
2020-04-19,PR,11433957,42,2
2020-04-20,PR,11433957,20,3
2020-04-21,PR,11433957,17,0
2020-04-22,PR,11433957,39,6
2020-04-23,PR,11433957,19,3
2020-04-24,PR,11433957,37,4
2020-04-25,PR,11433957,21,5
2020-04-26,PR,11433957,16,3
2020-04-27,PR,11433957,30,3
2020-04-28,PR,11433957,85,2
2020-04-29,PR,11433957,77,5
2020-04-30,PR,11433957,59,1
2020-05-01,PR,11433957,40,6
2020-05-02,PR,11433957,45,1
2020-05-03,PR,11433957,22,3
2020-05-04,PR,11433957,48,1
2020-05-05,PR,11433957,26,5
2020-05-06,PR,11433957,39,2
2020-05-07,PR,11433957,29,3
2020-05-08,PR,11433957,55,2
2020-05-09,PR,11433957,74,1
2020-05-10,PR,11433957,50,2
2020-05-11,PR,11433957,14,2
2020-05-12,PR,11433957,57,2
2020-05-13,PR,11433957,90,4
2020-05-14,PR,11433957,67,2
2020-05-15,PR,11433957,76,1
2020-05-16,PR,11433957,103,3
2020-05-17,PR,11433957,44,1
2020-05-18,PR,11433957,74,3
2020-05-19,PR,11433957,121,2
2020-05-20,PR,11433957,135,8
2020-05-21,PR,11433957,194,4
2020-05-22,PR,11433957,129,5
2020-05-23,PR,11433957,160,4
2020-05-24,PR,11433957,113,3
2020-05-25,PR,11433957,119,3
2020-05-26,PR,11433957,181,3
2020-05-27,PR,11433957,200,3
2020-05-28,PR,11433957,272,7
2020-05-29,PR,11433957,252,4
2020-05-30,PR,11433957,237,8
2020-05-31,PR,11433957,214,1
2020-06-01,PR,11433957,148,8
2020-06-02,PR,11433957,328,9
2020-06-03,PR,11433957,331,6
2020-06-04,PR,11433957,326,10
2020-06-05,PR,11433957,528,12
2020-06-06,PR,11433957,257,5
2020-06-07,PR,11433957,292,5
2020-06-08,PR,11433957,134,6
2020-06-09,PR,11433957,283,10
2020-06-10,PR,11433957,517,22
2020-06-11,PR,11433957,626,5
2020-03-13,SC,7164788,2,0
2020-03-14,SC,7164788,2,0
2020-03-15,SC,7164788,2,0
2020-03-16,SC,7164788,1,0
2020-03-17,SC,7164788,0,0
2020-03-18,SC,7164788,3,0
2020-03-19,SC,7164788,10,0
2020-03-20,SC,7164788,1,0
2020-03-21,SC,7164788,30,0
2020-03-22,SC,7164788,6,0
2020-03-23,SC,7164788,11,0
2020-03-24,SC,7164788,39,0
2020-03-25,SC,7164788,2,0
2020-03-26,SC,7164788,13,1
2020-03-27,SC,7164788,27,0
2020-03-28,SC,7164788,35,0
2020-03-29,SC,7164788,10,0
2020-03-30,SC,7164788,3,0
2020-03-31,SC,7164788,22,1
2020-04-01,SC,7164788,16,0
2020-04-02,SC,7164788,12,0
2020-04-03,SC,7164788,34,3
2020-04-04,SC,7164788,53,0
2020-04-05,SC,7164788,23,5
2020-04-06,SC,7164788,22,0
2020-04-07,SC,7164788,38,1
2020-04-08,SC,7164788,40,4
2020-04-09,SC,7164788,44,2
2020-04-10,SC,7164788,192,1
2020-04-11,SC,7164788,39,3
2020-04-12,SC,7164788,36,3
2020-04-13,SC,7164788,9,0
2020-04-14,SC,7164788,49,2
2020-04-15,SC,7164788,27,2
2020-04-16,SC,7164788,31,1
2020-04-17,SC,7164788,42,1
2020-04-18,SC,7164788,36,1
2020-04-19,SC,7164788,13,1
2020-04-20,SC,7164788,50,3
2020-04-21,SC,7164788,38,0
2020-04-22,SC,7164788,28,2
2020-04-23,SC,7164788,24,2
2020-04-24,SC,7164788,55,3
2020-04-25,SC,7164788,39,0
2020-04-26,SC,7164788,26,0
2020-04-27,SC,7164788,102,1
2020-04-28,SC,7164788,139,1
2020-04-29,SC,7164788,519,0
2020-04-30,SC,7164788,90,2
2020-05-01,SC,7164788,19,2
2020-05-02,SC,7164788,242,4
2020-05-03,SC,7164788,0,0
2020-05-04,SC,7164788,173,0
2020-05-05,SC,7164788,104,3
2020-05-06,SC,7164788,294,4
2020-05-07,SC,7164788,165,4
2020-05-08,SC,7164788,123,0
2020-05-09,SC,7164788,167,1
2020-05-10,SC,7164788,57,1
2020-05-11,SC,7164788,100,4
2020-05-12,SC,7164788,204,4
2020-05-13,SC,7164788,95,0
2020-05-14,SC,7164788,504,5
2020-05-15,SC,7164788,230,1
2020-05-16,SC,7164788,116,2
2020-05-17,SC,7164788,98,2
2020-05-18,SC,7164788,399,2
2020-05-19,SC,7164788,238,6
2020-05-20,SC,7164788,86,3
2020-05-21,SC,7164788,111,4
2020-05-22,SC,7164788,848,2
2020-05-23,SC,7164788,149,3
2020-05-24,SC,7164788,89,2
2020-05-25,SC,7164788,179,4
2020-05-26,SC,7164788,141,12
2020-05-27,SC,7164788,356,5
2020-05-28,SC,7164788,628,5
2020-05-29,SC,7164788,530,3
2020-05-30,SC,7164788,248,2
2020-05-31,SC,7164788,259,7
2020-06-01,SC,7164788,461,3
2020-06-02,SC,7164788,162,2
2020-06-03,SC,7164788,374,4
2020-06-04,SC,7164788,498,4
2020-06-05,SC,7164788,314,3
2020-06-06,SC,7164788,439,7
2020-06-07,SC,7164788,280,5
2020-06-08,SC,7164788,0,0
2020-06-09,SC,7164788,627,8
2020-06-10,SC,7164788,402,5
2020-06-11,SC,7164788,359,2
2020-03-10,RS,11377239,1,0
2020-03-11,RS,11377239,1,0
2020-03-12,RS,11377239,2,0
2020-03-13,RS,11377239,0,0
2020-03-14,RS,11377239,2,0
2020-03-15,RS,11377239,0,0
2020-03-16,RS,11377239,0,0
2020-03-17,RS,11377239,4,0
2020-03-18,RS,11377239,9,0
2020-03-19,RS,11377239,9,0
2020-03-20,RS,11377239,9,0
2020-03-21,RS,11377239,23,0
2020-03-22,RS,11377239,12,0
2020-03-23,RS,11377239,14,0
2020-03-24,RS,11377239,12,0
2020-03-25,RS,11377239,25,1
2020-03-26,RS,11377239,45,0
2020-03-27,RS,11377239,27,1
2020-03-28,RS,11377239,2,0
2020-03-29,RS,11377239,29,0
2020-03-30,RS,11377239,15,1
2020-03-31,RS,11377239,33,1
2020-04-01,RS,11377239,32,0
2020-04-02,RS,11377239,28,1
2020-04-03,RS,11377239,62,0
2020-04-04,RS,11377239,14,1
2020-04-05,RS,11377239,8,1
2020-04-06,RS,11377239,63,0
2020-04-07,RS,11377239,27,1
2020-04-08,RS,11377239,47,1
2020-04-09,RS,11377239,63,3
2020-04-10,RS,11377239,18,2
2020-04-11,RS,11377239,4,1
2020-04-12,RS,11377239,13,1
2020-04-13,RS,11377239,11,0
2020-04-14,RS,11377239,36,2
2020-04-15,RS,11377239,47,1
2020-04-16,RS,11377239,33,0
2020-04-17,RS,11377239,22,3
2020-04-18,RS,11377239,29,2
2020-04-19,RS,11377239,23,0
2020-04-20,RS,11377239,35,3
2020-04-21,RS,11377239,15,0
2020-04-22,RS,11377239,19,0
2020-04-23,RS,11377239,71,2
2020-04-24,RS,11377239,67,2
2020-04-25,RS,11377239,35,3
2020-04-26,RS,11377239,70,1
2020-04-27,RS,11377239,62,7
2020-04-28,RS,11377239,58,3
2020-04-29,RS,11377239,82,5
2020-04-30,RS,11377239,98,1
2020-05-01,RS,11377239,63,7
2020-05-02,RS,11377239,90,4
2020-05-03,RS,11377239,47,3
2020-05-04,RS,11377239,45,9
2020-05-05,RS,11377239,104,5
2020-05-06,RS,11377239,235,8
2020-05-07,RS,11377239,79,3
2020-05-08,RS,11377239,318,1
2020-05-09,RS,11377239,46,4
2020-05-10,RS,11377239,49,2
2020-05-11,RS,11377239,34,8
2020-05-12,RS,11377239,341,6
2020-05-13,RS,11377239,0,0
2020-05-14,RS,11377239,80,9
2020-05-15,RS,11377239,600,6
2020-05-16,RS,11377239,98,6
2020-05-17,RS,11377239,40,10
2020-05-18,RS,11377239,0,2
2020-05-19,RS,11377239,15,7
2020-05-20,RS,11377239,1223,10
2020-05-21,RS,11377239,500,5
2020-05-22,RS,11377239,445,6
2020-05-23,RS,11377239,418,4
2020-05-24,RS,11377239,134,4
2020-05-25,RS,11377239,89,17
2020-05-26,RS,11377239,226,6
2020-05-27,RS,11377239,263,6
2020-05-28,RS,11377239,1186,4
2020-05-29,RS,11377239,0,0
2020-05-30,RS,11377239,1008,5
2020-05-31,RS,11377239,90,6
2020-06-01,RS,11377239,0,8
2020-06-02,RS,11377239,587,13
2020-06-03,RS,11377239,479,13
2020-06-04,RS,11377239,612,7
2020-06-05,RS,11377239,573,11
2020-06-06,RS,11377239,454,7
2020-06-07,RS,11377239,98,3
2020-06-08,RS,11377239,115,5
2020-06-09,RS,11377239,552,10
2020-06-10,RS,11377239,817,15
2020-06-11,RS,11377239,549,7
2020-03-16,MS,2778986,2,0
2020-03-17,MS,2778986,2,0
2020-03-18,MS,2778986,3,0
2020-03-19,MS,2778986,0,0
2020-03-20,MS,2778986,2,0
2020-03-21,MS,2778986,7,0
2020-03-22,MS,2778986,5,0
2020-03-23,MS,2778986,0,0
2020-03-24,MS,2778986,2,0
2020-03-25,MS,2778986,1,0
2020-03-26,MS,2778986,1,0
2020-03-27,MS,2778986,3,0
2020-03-28,MS,2778986,3,0
2020-03-29,MS,2778986,5,0
2020-03-30,MS,2778986,8,0
2020-03-31,MS,2778986,4,1
2020-04-01,MS,2778986,3,0
2020-04-02,MS,2778986,2,0
2020-04-03,MS,2778986,7,0
2020-04-04,MS,2778986,2,0
2020-04-05,MS,2778986,3,0
2020-04-06,MS,2778986,1,0
2020-04-07,MS,2778986,14,1
2020-04-08,MS,2778986,5,0
2020-04-09,MS,2778986,4,0
2020-04-10,MS,2778986,8,0
2020-04-11,MS,2778986,3,0
2020-04-12,MS,2778986,1,0
2020-04-13,MS,2778986,12,2
2020-04-14,MS,2778986,2,0
2020-04-15,MS,2778986,6,0
2020-04-16,MS,2778986,10,1
2020-04-17,MS,2778986,12,0
2020-04-18,MS,2778986,18,0
2020-04-19,MS,2778986,7,0
2020-04-20,MS,2778986,3,0
2020-04-21,MS,2778986,2,1
2020-04-22,MS,2778986,2,0
2020-04-23,MS,2778986,11,1
2020-04-24,MS,2778986,27,0
2020-04-25,MS,2778986,4,0
2020-04-26,MS,2778986,17,0
2020-04-27,MS,2778986,4,2
2020-04-28,MS,2778986,2,0
2020-04-29,MS,2778986,9,0
2020-04-30,MS,2778986,6,0
2020-05-01,MS,2778986,6,0
2020-05-02,MS,2778986,5,0
2020-05-03,MS,2778986,6,1
2020-05-04,MS,2778986,2,0
2020-05-05,MS,2778986,9,0
2020-05-06,MS,2778986,5,0
2020-05-07,MS,2778986,23,0
2020-05-08,MS,2778986,15,1
2020-05-09,MS,2778986,20,0
2020-05-10,MS,2778986,16,0
2020-05-11,MS,2778986,23,0
2020-05-12,MS,2778986,20,1
2020-05-13,MS,2778986,25,1
2020-05-14,MS,2778986,22,1
2020-05-15,MS,2778986,27,0
2020-05-16,MS,2778986,29,1
2020-05-17,MS,2778986,62,0
2020-05-18,MS,2778986,43,1
2020-05-19,MS,2778986,29,0
2020-05-20,MS,2778986,51,1
2020-05-21,MS,2778986,53,0
2020-05-22,MS,2778986,59,0
2020-05-23,MS,2778986,53,0
2020-05-24,MS,2778986,66,0
2020-05-25,MS,2778986,99,0
2020-05-26,MS,2778986,77,0
2020-05-27,MS,2778986,86,1
2020-05-28,MS,2778986,76,0
2020-05-29,MS,2778986,94,0
2020-05-30,MS,2778986,62,1
2020-05-31,MS,2778986,71,1
2020-06-01,MS,2778986,79,0
2020-06-02,MS,2778986,78,0
2020-06-03,MS,2778986,156,0
2020-06-04,MS,2778986,123,0
2020-06-05,MS,2778986,72,1
2020-06-06,MS,2778986,135,0
2020-06-07,MS,2778986,121,0
2020-06-08,MS,2778986,71,1
2020-06-09,MS,2778986,131,0
2020-06-10,MS,2778986,142,2
2020-06-11,MS,2778986,256,1
2020-03-20,MT,3484466,1,0
2020-03-21,MT,3484466,1,0
2020-03-22,MT,3484466,0,0
2020-03-23,MT,3484466,0,0
2020-03-24,MT,3484466,5,0
2020-03-25,MT,3484466,1,0
2020-03-26,MT,3484466,3,0
2020-03-27,MT,3484466,0,0
2020-03-28,MT,3484466,2,0
2020-03-29,MT,3484466,3,0
2020-03-30,MT,3484466,2,0
2020-03-31,MT,3484466,7,0
2020-04-01,MT,3484466,2,0
2020-04-02,MT,3484466,9,0
2020-04-03,MT,3484466,8,1
2020-04-04,MT,3484466,12,0
2020-04-05,MT,3484466,4,0
2020-04-06,MT,3484466,16,0
2020-04-07,MT,3484466,2,0
2020-04-08,MT,3484466,12,0
2020-04-09,MT,3484466,18,1
2020-04-10,MT,3484466,4,0
2020-04-11,MT,3484466,9,1
2020-04-12,MT,3484466,2,0
2020-04-13,MT,3484466,11,1
2020-04-14,MT,3484466,4,0
2020-04-15,MT,3484466,13,0
2020-04-16,MT,3484466,5,1
2020-04-17,MT,3484466,6,0
2020-04-18,MT,3484466,9,0
2020-04-19,MT,3484466,3,0
2020-04-20,MT,3484466,7,1
2020-04-21,MT,3484466,0,0
2020-04-22,MT,3484466,2,0
2020-04-23,MT,3484466,38,1
2020-04-24,MT,3484466,19,1
2020-04-25,MT,3484466,7,1
2020-04-26,MT,3484466,3,0
2020-04-27,MT,3484466,7,1
2020-04-28,MT,3484466,4,1
2020-04-29,MT,3484466,31,0
2020-04-30,MT,3484466,5,0
2020-05-01,MT,3484466,23,0
2020-05-02,MT,3484466,11,1
2020-05-03,MT,3484466,6,0
2020-05-04,MT,3484466,7,1
2020-05-05,MT,3484466,21,0
2020-05-06,MT,3484466,14,0
2020-05-07,MT,3484466,38,0
2020-05-08,MT,3484466,40,1
2020-05-09,MT,3484466,45,2
2020-05-10,MT,3484466,17,2
2020-05-11,MT,3484466,22,1
2020-05-12,MT,3484466,50,0
2020-05-13,MT,3484466,70,1
2020-05-14,MT,3484466,58,3
2020-05-15,MT,3484466,60,3
2020-05-16,MT,3484466,72,1
2020-05-17,MT,3484466,50,0
2020-05-18,MT,3484466,36,2
2020-05-19,MT,3484466,58,3
2020-05-20,MT,3484466,59,0
2020-05-21,MT,3484466,118,2
2020-05-22,MT,3484466,48,3
2020-05-23,MT,3484466,132,0
2020-05-24,MT,3484466,110,3
2020-05-25,MT,3484466,38,1
2020-05-26,MT,3484466,128,2
2020-05-27,MT,3484466,211,3
2020-05-28,MT,3484466,112,5
2020-05-29,MT,3484466,152,5
2020-05-30,MT,3484466,258,1
2020-05-31,MT,3484466,68,4
2020-06-01,MT,3484466,112,5
2020-06-02,MT,3484466,168,4
2020-06-03,MT,3484466,139,6
2020-06-04,MT,3484466,346,6
2020-06-05,MT,3484466,287,6
2020-06-06,MT,3484466,181,8
2020-06-07,MT,3484466,216,13
2020-06-08,MT,3484466,222,7
2020-06-09,MT,3484466,239,19
2020-06-10,MT,3484466,263,11
2020-06-11,MT,3484466,490,14
2020-03-13,GO,7018354,3,0
2020-03-14,GO,7018354,0,0
2020-03-15,GO,7018354,0,0
2020-03-16,GO,7018354,0,0
2020-03-17,GO,7018354,3,0
2020-03-18,GO,7018354,2,0
2020-03-19,GO,7018354,4,0
2020-03-20,GO,7018354,3,0
2020-03-21,GO,7018354,5,0
2020-03-22,GO,7018354,1,0
2020-03-23,GO,7018354,2,0
2020-03-24,GO,7018354,4,0
2020-03-25,GO,7018354,2,0
2020-03-26,GO,7018354,10,1
2020-03-27,GO,7018354,10,0
2020-03-28,GO,7018354,7,0
2020-03-29,GO,7018354,2,0
2020-03-30,GO,7018354,3,0
2020-03-31,GO,7018354,4,0
2020-04-01,GO,7018354,6,0
2020-04-02,GO,7018354,2,0
2020-04-03,GO,7018354,15,1
2020-04-04,GO,7018354,15,0
2020-04-05,GO,7018354,12,1
2020-04-06,GO,7018354,4,2
2020-04-07,GO,7018354,14,0
2020-04-08,GO,7018354,25,2
2020-04-09,GO,7018354,21,0
2020-04-10,GO,7018354,12,1
2020-04-11,GO,7018354,18,2
2020-04-12,GO,7018354,20,4
2020-04-13,GO,7018354,4,1
2020-04-14,GO,7018354,51,0
2020-04-15,GO,7018354,20,0
2020-04-16,GO,7018354,14,1
2020-04-17,GO,7018354,17,0
2020-04-18,GO,7018354,43,2
2020-04-19,GO,7018354,15,0
2020-04-20,GO,7018354,10,1
2020-04-21,GO,7018354,18,0
2020-04-22,GO,7018354,17,2
2020-04-23,GO,7018354,15,2
2020-04-24,GO,7018354,33,1
2020-04-25,GO,7018354,20,1
2020-04-26,GO,7018354,67,0
2020-04-27,GO,7018354,43,1
2020-04-28,GO,7018354,45,1
2020-04-29,GO,7018354,44,0
2020-04-30,GO,7018354,76,2
2020-05-01,GO,7018354,27,0
2020-05-02,GO,7018354,17,1
2020-05-03,GO,7018354,25,0
2020-05-04,GO,7018354,11,0
2020-05-05,GO,7018354,61,8
2020-05-06,GO,7018354,102,6
2020-05-07,GO,7018354,3,0
2020-05-08,GO,7018354,26,3
2020-05-09,GO,7018354,16,0
2020-05-10,GO,7018354,24,0
2020-05-11,GO,7018354,7,2
2020-05-12,GO,7018354,15,3
2020-05-13,GO,7018354,19,9
2020-05-14,GO,7018354,289,3
2020-05-15,GO,7018354,149,3
2020-05-16,GO,7018354,68,2
2020-05-17,GO,7018354,52,1
2020-05-18,GO,7018354,57,3
2020-05-19,GO,7018354,97,0
2020-05-20,GO,7018354,132,5
2020-05-21,GO,7018354,136,7
2020-05-22,GO,7018354,190,8
2020-05-23,GO,7018354,73,2
2020-05-24,GO,7018354,66,0
2020-05-25,GO,7018354,69,1
2020-05-26,GO,7018354,159,8
2020-05-27,GO,7018354,172,4
2020-05-28,GO,7018354,247,7
2020-05-29,GO,7018354,229,4
2020-05-30,GO,7018354,266,3
2020-05-31,GO,7018354,117,2
2020-06-01,GO,7018354,204,3
2020-06-02,GO,7018354,471,24
2020-06-03,GO,7018354,193,4
2020-06-04,GO,7018354,374,9
2020-06-05,GO,7018354,429,3
2020-06-06,GO,7018354,296,5
2020-06-07,GO,7018354,144,1
2020-06-08,GO,7018354,311,0
2020-06-09,GO,7018354,397,7
2020-06-10,GO,7018354,638,8
2020-06-11,GO,7018354,498,1
2020-03-07,DF,3015268,1,0
2020-03-08,DF,3015268,0,0
2020-03-09,DF,3015268,0,0
2020-03-10,DF,3015268,0,0
2020-03-11,DF,3015268,1,0
2020-03-12,DF,3015268,0,0
2020-03-13,DF,3015268,0,0
2020-03-14,DF,3015268,4,0
2020-03-15,DF,3015268,2,0
2020-03-16,DF,3015268,5,0
2020-03-17,DF,3015268,9,0
2020-03-18,DF,3015268,4,0
2020-03-19,DF,3015268,16,0
2020-03-20,DF,3015268,45,0
2020-03-21,DF,3015268,13,0
2020-03-22,DF,3015268,17,0
2020-03-23,DF,3015268,16,0
2020-03-24,DF,3015268,27,0
2020-03-25,DF,3015268,0,0
2020-03-26,DF,3015268,40,0
2020-03-27,DF,3015268,30,0
2020-03-28,DF,3015268,30,0
2020-03-29,DF,3015268,29,1
2020-03-30,DF,3015268,23,0
2020-03-31,DF,3015268,20,2
2020-04-01,DF,3015268,23,0
2020-04-02,DF,3015268,15,1
2020-04-03,DF,3015268,32,1
2020-04-04,DF,3015268,52,2
2020-04-05,DF,3015268,14,0
2020-04-06,DF,3015268,5,3
2020-04-07,DF,3015268,19,2
2020-04-08,DF,3015268,17,0
2020-04-09,DF,3015268,18,1
2020-04-10,DF,3015268,28,1
2020-04-11,DF,3015268,24,0
2020-04-12,DF,3015268,35,0
2020-04-13,DF,3015268,24,1
2020-04-14,DF,3015268,13,2
2020-04-15,DF,3015268,31,0
2020-04-16,DF,3015268,34,3
2020-04-17,DF,3015268,30,0
2020-04-18,DF,3015268,16,4
2020-04-19,DF,3015268,65,0
2020-04-20,DF,3015268,45,0
2020-04-21,DF,3015268,9,0
2020-04-22,DF,3015268,65,1
2020-04-23,DF,3015268,17,0
2020-04-24,DF,3015268,26,1
2020-04-25,DF,3015268,24,0
2020-04-26,DF,3015268,53,1
2020-04-27,DF,3015268,80,0
2020-04-28,DF,3015268,67,1
2020-04-29,DF,3015268,62,0
2020-04-30,DF,3015268,81,2
2020-05-01,DF,3015268,110,0
2020-05-02,DF,3015268,100,1
2020-05-03,DF,3015268,83,2
2020-05-04,DF,3015268,119,0
2020-05-05,DF,3015268,50,0
2020-05-06,DF,3015268,88,1
2020-05-07,DF,3015268,352,1
2020-05-08,DF,3015268,184,2
2020-05-09,DF,3015268,134,2
2020-05-10,DF,3015268,106,3
2020-05-11,DF,3015268,101,2
2020-05-12,DF,3015268,196,2
2020-05-13,DF,3015268,213,2
2020-05-14,DF,3015268,224,3
2020-05-15,DF,3015268,371,4
2020-05-16,DF,3015268,353,1
2020-05-17,DF,3015268,228,3
2020-05-18,DF,3015268,251,7
2020-05-19,DF,3015268,234,6
2020-05-20,DF,3015268,308,5
2020-05-21,DF,3015268,381,7
2020-05-22,DF,3015268,406,6
2020-05-23,DF,3015268,303,5
2020-05-24,DF,3015268,387,9
2020-05-25,DF,3015268,292,10
2020-05-26,DF,3015268,280,10
2020-05-27,DF,3015268,551,9
2020-05-28,DF,3015268,539,9
2020-05-29,DF,3015268,422,12
2020-05-30,DF,3015268,752,8
2020-05-31,DF,3015268,306,8
2020-06-01,DF,3015268,730,1
2020-06-02,DF,3015268,746,6
2020-06-03,DF,3015268,764,14
2020-06-04,DF,3015268,903,5
2020-06-05,DF,3015268,1285,6
2020-06-06,DF,3015268,1642,6
2020-06-07,DF,3015268,773,6
2020-06-08,DF,3015268,6,0
2020-06-09,DF,3015268,1461,22
2020-06-10,DF,3015268,1343,20
2020-06-11,DF,3015268,1074,18
